age,region,education_level,education_field,occupation_category,starting_income,income_growth_rate,current_savings,savings_rate,debt_level,property_price,price_per_sqm,property_type,property_region,years_to_readiness
26,HH,none,none,Sales,45043,0.041,24344,0.084,24355,356577,9143,Maisonette,BW,10
18,NW,apprenticeship,OfficeAdmin,OfficeAdmin,36373,0.028,38915,0.091,5190,126945,2821,Maisonette,BY,0
22,BE,master,business,Finance,59464,0.062,382,0.212,26033,136692,3797,Maisonette,NW,2
19,BY,bachelor,arts_humanities,Arts,32253,0.025,29835,0.068,49973,1218048,11712,Loft,HE,40
29,NW,none,none,Service,26417,0.015,34693,0.049,29693,419253,6873,Maisonette,BW,40
26,BY,none,none,TechSelfTaught,35851,0.05,62650,0.146,845,674829,6957,Penthouse,HH,18
29,BY,master,mathematics,STEM,68487,0.059,68843,0.2,46269,637767,9243,Apartment,BY,4
19,HH,master,mathematics,STEM,61241,0.064,41943,0.15,29269,758656,11854,Apartment,HH,9
29,BE,none,none,Service,23985,0.021,60908,0.054,29267,187978,3241,Apartment,BE,0
27,BE,bachelor,data_science,STEM,63196,0.063,26970,0.235,12726,704880,6408,Loft,NW,7
27,BY,apprenticeship,SkilledTrade,SkilledTrade,39551,0.028,65691,0.096,3893,517914,7506,Loft,HE,18
19,BE,bachelor,mathematics,STEM,54820,0.064,42329,0.121,20257,207675,8307,Apartment,NW,0
28,HE,apprenticeship,Mechatronics,Mechatronics,37939,0.024,51865,0.116,49533,334656,5229,Maisonette,BE,5
30,BY,none,none,Sales,43618,0.055,14642,0.174,48323,417632,6736,Loft,BE,8
28,BE,bachelor,mathematics,STEM,50642,0.056,31071,0.245,32082,332754,5367,Penthouse,BW,3
27,NW,apprenticeship,Mechatronics,Mechatronics,34957,0.034,23189,0.085,30141,355607,9611,Maisonette,HH,13
19,NW,apprenticeship,OfficeAdmin,OfficeAdmin,30033,0.027,28132,0.093,1170,775010,8158,Apartment,BW,40
23,BW,none,none,Sales,34273,0.05,48695,0.086,23380,568008,6762,Loft,BW,15
30,NW,bachelor,economics,Finance,56423,0.055,56455,0.216,4008,491862,11711,Loft,HE,4
28,BY,master,healthcare,Healthcare,51928,0.037,42997,0.136,27924,410187,5619,Apartment,HH,5
19,BY,master,mathematics,STEM,70794,0.052,23524,0.168,34765,151527,2859,Loft,BW,1
23,BY,master,social_sciences,SocialCare,40973,0.023,25715,0.098,13980,300932,6542,Apartment,HE,8
28,BE,master,arts_humanities,Arts,31372,0.025,40773,0.034,33868,93027,2819,Penthouse,BW,0
26,BE,bachelor,economics,Finance,55727,0.056,645,0.196,24107,207675,8307,Apartment,NW,4
23,HE,master,social_sciences,SocialCare,42447,0.023,45737,0.091,16158,489190,4615,Loft,HH,17
25,BE,apprenticeship,Logistics,Logistics,32645,0.021,24074,0.051,21483,204608,6394,Maisonette,HH,10
18,BY,none,none,Sales,32880,0.057,2611,0.178,43548,338240,5285,Apartment,HH,9
23,BY,master,data_science,STEM,79031,0.065,52634,0.241,22047,558000,6200,Loft,BE,3
27,HE,apprenticeship,SkilledTrade,SkilledTrade,30976,0.02,16264,0.123,38666,583362,7202,Maisonette,HH,40
25,HH,none,none,TechSelfTaught,49308,0.044,7912,0.113,10689,326295,7251,Maisonette,HE,9
18,NW,apprenticeship,Mechatronics,Mechatronics,35213,0.036,4942,0.057,25959,420168,7503,Maisonette,HE,25
18,HH,none,none,TechSelfTaught,51801,0.06,30183,0.157,49575,811426,10538,Apartment,BY,12
20,BW,none,none,TechSelfTaught,35258,0.058,32425,0.156,41331,595056,6072,Penthouse,BE,14
21,BY,master,economics,Finance,59149,0.052,14872,0.135,9390,286770,8690,Maisonette,BE,5
27,HE,bachelor,business,Finance,46130,0.07,1111,0.148,15956,490268,10658,Loft,HH,10
29,HH,bachelor,healthcare,Healthcare,32281,0.028,18835,0.141,3413,278768,7336,Apartment,NW,8
27,HE,apprenticeship,Logistics,Logistics,33859,0.032,3152,0.091,15700,318528,9954,Apartment,BE,16
20,NW,master,economics,Finance,59774,0.043,42506,0.213,12957,264252,4636,Penthouse,HH,1
20,BE,master,psychology,SocialCare,42503,0.028,11358,0.092,14269,563806,7619,Loft,BY,20
30,BY,none,none,Service,28422,0.028,57632,0.048,39191,422170,5705,Penthouse,NW,23
20,HH,bachelor,arts_humanities,Arts,34652,0.029,8876,0.033,4461,303870,8682,Maisonette,BW,29
30,HE,apprenticeship,Retail,Retail,22049,0.021,16446,0.145,26838,243600,6960,Loft,NW,16
26,BE,master,psychology,SocialCare,45397,0.024,35932,0.068,28225,664480,8306,Maisonette,NW,26
29,BW,master,computer_science,STEM,74092,0.05,53356,0.174,24795,691092,8748,Penthouse,HE,6
18,BY,none,none,Service,32261,0.02,18733,0.053,24196,409675,11705,Maisonette,NW,28
20,HE,none,none,Sales,43004,0.037,2422,0.078,23665,127264,3977,Maisonette,NW,7
20,NW,apprenticeship,Retail,Retail,29162,0.011,49555,0.079,14409,356577,9143,Maisonette,BW,39
21,HH,bachelor,economics,Finance,43569,0.056,12724,0.164,47192,409675,11705,Maisonette,NW,8
24,BE,none,none,TechSelfTaught,42247,0.049,45050,0.159,17205,417632,6736,Loft,BE,5
24,BE,apprenticeship,SkilledTrade,SkilledTrade,43544,0.023,58252,0.129,41168,1069965,11505,Apartment,BW,40
30,BW,bachelor,psychology,SocialCare,38228,0.025,61595,0.08,15771,381276,10591,Penthouse,BE,9
28,NW,none,none,TechSelfTaught,44254,0.059,5752,0.144,20940,166750,2875,Loft,HH,4
30,HH,bachelor,healthcare,Healthcare,34923,0.027,4631,0.114,2485,243342,7374,Apartment,BY,10
27,BE,apprenticeship,SkilledTrade,SkilledTrade,39448,0.035,12731,0.064,15234,690191,9721,Apartment,HH,29
19,BE,bachelor,computer_science,STEM,56712,0.076,33416,0.243,17298,332640,3360,Apartment,NW,3
18,HH,apprenticeship,Retail,Retail,29780,0.02,39120,0.113,3474,338240,5285,Apartment,HH,18
24,HH,master,computer_science,STEM,74675,0.072,55015,0.215,24452,180480,4512,Loft,HH,0
24,BY,master,economics,Finance,66266,0.059,54946,0.141,13575,229026,5586,Penthouse,BY,0
22,BE,none,none,Sales,38096,0.053,47554,0.145,48861,791896,10024,Loft,NW,19
22,HH,apprenticeship,Mechatronics,Mechatronics,42109,0.039,15194,0.109,21983,578799,11349,Penthouse,BW,16
24,BE,master,education,Education,40503,0.028,45743,0.085,29544,718479,7407,Penthouse,NW,29
27,HH,master,arts_humanities,Arts,39429,0.02,38477,0.04,815,285610,4394,Penthouse,NW,11
24,HE,apprenticeship,Retail,Retail,31931,0.015,21291,0.063,14949,888118,11242,Loft,NW,40
27,BE,apprenticeship,Mechatronics,Mechatronics,38334,0.037,64431,0.072,35438,563806,7619,Loft,BY,17
23,NW,apprenticeship,Retail,Retail,27028,0.027,35551,0.14,27785,442827,4473,Loft,BY,27
30,BE,bachelor,economics,Finance,56610,0.046,618,0.145,29295,596700,9945,Penthouse,BY,11
23,NW,bachelor,healthcare,Healthcare,33327,0.021,31555,0.069,27741,536152,4622,Apartment,HE,34
21,BY,none,none,TechSelfTaught,36538,0.052,45901,0.179,22176,208737,7731,Apartment,BE,0
27,HH,none,none,Sales,44318,0.045,40905,0.124,42748,568008,6762,Loft,BW,11
29,HH,master,healthcare,Healthcare,51175,0.031,71678,0.099,13136,412844,7118,Loft,BY,3
20,BE,none,none,Sales,32276,0.041,43883,0.093,26997,678419,5701,Penthouse,BW,25
25,HE,none,none,Sales,45798,0.043,34175,0.173,26076,422170,5705,Penthouse,NW,6
21,HE,none,none,SkilledTrade,39329,0.025,50968,0.073,20465,244992,3828,Penthouse,BE,0
20,HE,master,computer_science,STEM,63535,0.066,38852,0.121,30114,1214868,10473,Loft,HE,16
23,HE,apprenticeship,Logistics,Logistics,29658,0.036,695,0.104,2663,517914,7506,Loft,HE,23
18,HE,apprenticeship,Retail,Retail,28025,0.032,34868,0.066,17793,234346,6167,Loft,BY,6
24,HH,none,none,Service,26417,0.019,48893,0.034,21498,596919,8651,Penthouse,BW,40
25,HH,apprenticeship,SkilledTrade,SkilledTrade,30888,0.031,55844,0.058,468,1024569,8757,Apartment,BY,40
21,HH,apprenticeship,Mechatronics,Mechatronics,35737,0.04,37056,0.132,43438,558888,9636,Maisonette,HE,18
20,NW,none,none,TechSelfTaught,37125,0.051,41430,0.11,45312,332754,5367,Penthouse,BW,6
29,NW,none,none,Service,26703,0.021,44516,0.106,25954,637767,9243,Apartment,BY,40
19,BY,none,none,SkilledTrade,40334,0.031,23360,0.066,449,151527,2859,Loft,BW,3
25,BY,master,social_sciences,SocialCare,43595,0.025,60488,0.068,11444,610736,5453,Penthouse,BW,23
21,NW,bachelor,business,Finance,47120,0.05,18877,0.196,43906,371448,5544,Loft,HE,6
29,HH,none,none,Service,23641,0.01,41397,0.077,1098,579940,5420,Loft,BY,40
28,BY,master,computer_science,STEM,78309,0.076,42476,0.149,19153,691092,8748,Penthouse,HE,7
27,BE,none,none,SkilledTrade,36054,0.026,28365,0.133,49127,412844,7118,Loft,BY,14
23,BE,bachelor,education,Education,43109,0.024,10416,0.103,15267,678419,5701,Penthouse,BW,29
19,HE,bachelor,education,Education,39127,0.021,19991,0.106,34221,126840,4530,Penthouse,HH,2
29,BE,none,none,SkilledTrade,30967,0.032,43126,0.053,47418,595056,6072,Penthouse,BE,29
18,HH,master,data_science,STEM,63936,0.061,26043,0.21,33229,318528,9954,Apartment,BE,3
27,NW,master,computer_science,STEM,74516,0.058,20843,0.188,9320,963771,9357,Loft,BW,10
28,BY,bachelor,computer_science,STEM,53974,0.054,22069,0.187,27050,270135,3915,Apartment,HH,3
27,BW,apprenticeship,SkilledTrade,SkilledTrade,40514,0.021,11592,0.092,46367,167376,5072,Maisonette,BW,6
19,NW,none,none,TechSelfTaught,51711,0.067,17865,0.121,9645,578799,11349,Penthouse,BW,11
25,HH,none,none,Service,25391,0.025,23027,0.031,16715,924635,9733,Maisonette,HH,40
25,BE,apprenticeship,Mechatronics,Mechatronics,41230,0.037,27214,0.079,26882,678419,5701,Penthouse,BW,22
23,BE,none,none,SkilledTrade,35285,0.028,186,0.142,31202,775010,8158,Apartment,BW,37
24,BE,bachelor,economics,Finance,53419,0.061,1791,0.203,27897,924635,9733,Maisonette,HH,14
26,HE,apprenticeship,Mechatronics,Mechatronics,32426,0.02,1524,0.06,30942,199276,4529,Maisonette,NW,17
22,HE,none,none,Sales,35992,0.052,22766,0.065,11978,151527,2859,Loft,BW,3
23,BE,apprenticeship,Mechatronics,Mechatronics,34770,0.01,18868,0.129,39273,791896,10024,Loft,NW,40
18,HH,none,none,SkilledTrade,32098,0.025,11810,0.128,18129,1090260,10095,Penthouse,HE,40
20,NW,master,healthcare,Healthcare,41257,0.034,9548,0.099,8581,168704,2636,Maisonette,BY,6
28,HE,master,psychology,SocialCare,45528,0.023,7341,0.062,39871,775010,8158,Apartment,BW,35
18,BY,bachelor,engineering,STEM,53982,0.078,34263,0.12,16686,653112,6948,Maisonette,HE,10
18,BY,apprenticeship,Logistics,Logistics,29336,0.03,41970,0.114,47679,669300,6693,Maisonette,BW,36
27,BY,none,none,Sales,49456,0.039,53538,0.127,46293,963771,9357,Loft,BW,24
27,BW,master,arts_humanities,Arts,40857,0.024,38154,0.043,47924,709080,6220,Penthouse,BW,37
26,NW,master,data_science,STEM,75920,0.061,31078,0.247,9902,419253,6873,Maisonette,BW,3
20,BE,apprenticeship,Retail,Retail,30345,0.023,35320,0.08,23606,338240,5285,Apartment,HH,15
24,HE,apprenticeship,Retail,Retail,24083,0.012,27789,0.085,24155,338240,5285,Apartment,HH,40
24,NW,none,none,SkilledTrade,41073,0.025,2561,0.059,11966,410187,5619,Apartment,HH,24
30,BE,none,none,Sales,43354,0.034,33247,0.142,36813,214600,4292,Penthouse,HH,2
26,BE,bachelor,social_sciences,SocialCare,34425,0.029,25937,0.083,31359,328358,8641,Apartment,HE,12
18,BY,bachelor,healthcare,Healthcare,40008,0.03,4911,0.086,5362,882446,10261,Apartment,BE,35
20,BY,bachelor,economics,Finance,44230,0.043,48901,0.216,14071,136692,3797,Maisonette,NW,0
19,NW,bachelor,data_science,STEM,66901,0.078,12042,0.159,15473,180480,4512,Loft,HH,3
21,HE,master,business,Finance,61697,0.047,28292,0.203,49779,422170,5705,Penthouse,NW,4
29,BY,bachelor,engineering,STEM,53207,0.056,42838,0.235,10592,708064,6104,Apartment,HE,10
29,NW,bachelor,economics,Finance,51266,0.062,70658,0.244,2365,406033,7661,Apartment,BE,1
29,BW,none,none,Service,26013,0.028,60572,0.035,26859,924635,9733,Maisonette,HH,40
22,BW,bachelor,social_sciences,SocialCare,34729,0.027,38944,0.062,17850,277750,5050,Loft,BE,7
26,BW,none,none,TechSelfTaught,36957,0.048,50989,0.191,21553,811426,10538,Apartment,BY,22
30,BW,master,computer_science,STEM,72516,0.054,1238,0.149,38406,952160,8656,Maisonette,BW,13
18,BW,apprenticeship,OfficeAdmin,OfficeAdmin,32002,0.025,16936,0.11,716,221116,4172,Apartment,HH,8
28,NW,apprenticeship,OfficeAdmin,OfficeAdmin,35064,0.03,58271,0.121,34868,640528,6536,Maisonette,NW,28
30,NW,bachelor,data_science,STEM,56793,0.062,8176,0.1,26863,362296,7876,Penthouse,BW,9
28,BW,none,none,TechSelfTaught,53731,0.045,11344,0.113,28940,676026,6318,Maisonette,BY,15
24,BY,bachelor,engineering,STEM,58380,0.054,43050,0.18,23278,574680,4789,Apartment,HE,6
22,BE,bachelor,business,Finance,49528,0.063,36639,0.123,23767,573459,8311,Loft,HH,10
24,HE,none,none,Service,27662,0.018,615,0.032,37387,355607,9611,Maisonette,HH,40
18,BW,master,business,Finance,55235,0.042,17984,0.151,24433,417632,6736,Loft,BE,7
24,HE,apprenticeship,Mechatronics,Mechatronics,44601,0.021,32837,0.051,22645,207675,8307,Apartment,NW,4
28,BY,master,economics,Finance,52782,0.041,2715,0.231,39487,657758,10609,Penthouse,BE,12
27,HE,apprenticeship,Mechatronics,Mechatronics,36731,0.037,66946,0.141,9528,730917,10593,Loft,NW,26
26,NW,bachelor,computer_science,STEM,58135,0.066,51217,0.229,38404,116402,4477,Penthouse,BE,0
28,BW,apprenticeship,Retail,Retail,28647,0.014,16952,0.146,25120,401388,4316,Apartment,BY,40
24,BY,none,none,Service,23902,0.018,30004,0.111,4288,669300,6693,Maisonette,BW,40
27,HE,none,none,Service,25628,0.014,8472,0.115,26919,214600,4292,Penthouse,HH,11
27,NW,master,economics,Finance,58569,0.048,12994,0.199,29336,93027,2819,Penthouse,BW,1
23,NW,bachelor,engineering,STEM,51654,0.059,23531,0.242,2632,181445,3299,Loft,HE,1
27,BE,none,none,TechSelfTaught,49510,0.061,63993,0.133,41480,788082,8474,Maisonette,HE,12
27,BY,master,psychology,SocialCare,41679,0.03,29323,0.065,26014,254082,2703,Maisonette,BW,8
22,BY,bachelor,engineering,STEM,58382,0.077,91,0.243,29176,865980,10188,Loft,HH,9
20,HE,apprenticeship,Mechatronics,Mechatronics,39191,0.015,31807,0.053,1985,551430,6127,Apartment,HH,38
29,BW,bachelor,economics,Finance,53174,0.067,12536,0.202,20978,704880,6408,Loft,NW,9
23,HH,none,none,SkilledTrade,33284,0.034,12172,0.062,19018,764286,6477,Loft,BY,36
23,HH,bachelor,engineering,STEM,57333,0.055,48652,0.201,18855,811426,10538,Apartment,BY,11
29,BW,bachelor,engineering,STEM,53506,0.068,11112,0.222,2434,573459,8311,Loft,HH,7
18,HE,none,none,Sales,41753,0.038,9768,0.073,16721,536152,4622,Apartment,HE,21
30,BY,apprenticeship,OfficeAdmin,OfficeAdmin,37691,0.012,71838,0.085,38829,1337427,11431,Maisonette,HE,40
29,BE,apprenticeship,Retail,Retail,26647,0.04,37995,0.086,18418,278768,7336,Apartment,NW,7
28,BY,bachelor,mathematics,STEM,51059,0.062,37219,0.106,37816,676026,6318,Maisonette,BY,12
28,BW,master,business,Finance,54514,0.055,26799,0.233,5928,328358,8641,Apartment,HE,3
30,BE,master,social_sciences,SocialCare,39632,0.022,33704,0.089,37243,1068080,10270,Loft,BY,40
24,BW,none,none,SkilledTrade,43555,0.032,15279,0.071,21243,406033,7661,Apartment,BE,17
24,BY,apprenticeship,SkilledTrade,SkilledTrade,42198,0.037,42700,0.116,18436,630981,5393,Maisonette,BE,18
28,NW,master,arts_humanities,Arts,38089,0.029,18396,0.031,14356,536152,4622,Apartment,HE,40
22,BW,bachelor,engineering,STEM,49964,0.079,44412,0.236,23157,93027,2819,Penthouse,BW,0
28,HE,bachelor,business,Finance,48907,0.048,12065,0.161,34130,265668,5109,Maisonette,HE,5
19,NW,apprenticeship,Mechatronics,Mechatronics,42845,0.039,20687,0.081,28921,596700,9945,Penthouse,BY,19
19,BY,none,none,SkilledTrade,42905,0.025,15480,0.143,29432,410187,5619,Apartment,HH,10
20,NW,bachelor,computer_science,STEM,52168,0.068,8481,0.103,34210,355607,9611,Maisonette,HH,9
30,BE,apprenticeship,Logistics,Logistics,32703,0.022,36849,0.085,36624,326502,9894,Maisonette,BW,11
27,BW,none,none,Service,25511,0.027,48393,0.054,42782,265668,5109,Maisonette,HE,10
20,BW,none,none,Sales,43804,0.054,9517,0.159,15859,384426,4746,Maisonette,BY,8
27,HE,bachelor,mathematics,STEM,56503,0.074,63254,0.242,17487,285610,4394,Penthouse,NW,0
25,HE,apprenticeship,SkilledTrade,SkilledTrade,42632,0.012,42702,0.08,32866,708064,6104,Apartment,HE,40
24,BY,apprenticeship,OfficeAdmin,OfficeAdmin,39401,0.021,27091,0.069,23914,483408,6714,Apartment,BW,21
20,HH,none,none,SkilledTrade,33975,0.034,21772,0.126,10110,381276,10591,Penthouse,BE,11
30,BE,master,mathematics,STEM,59417,0.079,43611,0.13,14969,610736,5453,Penthouse,BW,8
20,HH,none,none,Sales,33231,0.043,8391,0.132,11228,333216,2848,Loft,HE,11
19,BW,none,none,Sales,48584,0.05,1664,0.111,45109,356577,9143,Maisonette,BW,10
20,BY,apprenticeship,Logistics,Logistics,26405,0.018,5971,0.143,41436,505967,6571,Maisonette,HE,40
29,HH,bachelor,psychology,SocialCare,36163,0.023,7806,0.077,24756,191607,4913,Penthouse,HH,10
30,NW,none,none,TechSelfTaught,53004,0.046,26493,0.107,21865,1007480,11320,Loft,HE,20
25,BE,master,computer_science,STEM,78699,0.053,33524,0.124,39298,955395,9099,Penthouse,BE,12
30,BW,none,none,TechSelfTaught,50229,0.05,69426,0.143,2120,610736,5453,Penthouse,BW,9
29,BY,none,none,Service,25205,0.019,65600,0.054,6882,384748,7399,Maisonette,BW,35
23,BY,none,none,Sales,43998,0.051,36211,0.174,7297,1337427,11431,Maisonette,HE,27
25,NW,bachelor,arts_humanities,Arts,34388,0.023,45978,0.036,28932,651242,11038,Maisonette,BE,40
21,HE,bachelor,social_sciences,SocialCare,37922,0.027,4931,0.085,3013,657758,10609,Penthouse,BE,30
29,HE,none,none,Service,25295,0.014,7991,0.064,38049,286770,8690,Maisonette,BE,26
29,HH,master,economics,Finance,51565,0.057,2538,0.191,34395,766476,7097,Penthouse,BY,12
22,HE,master,engineering,STEM,67069,0.073,34527,0.116,22302,509291,4507,Penthouse,BW,7
27,HH,master,psychology,SocialCare,37313,0.022,6610,0.051,12245,127264,3977,Maisonette,NW,9
21,BE,apprenticeship,Mechatronics,Mechatronics,43405,0.027,33752,0.139,1137,811426,10538,Apartment,BY,32
26,HE,apprenticeship,OfficeAdmin,OfficeAdmin,35332,0.032,18283,0.087,3023,481797,7191,Apartment,HE,19
18,NW,apprenticeship,SkilledTrade,SkilledTrade,36087,0.016,25474,0.081,42210,678419,5701,Penthouse,BW,40
26,HH,bachelor,mathematics,STEM,56579,0.053,30101,0.188,13310,691092,8748,Penthouse,HE,9
28,HH,master,economics,Finance,52120,0.067,18862,0.232,47078,401388,4316,Apartment,BY,5
28,BE,master,data_science,STEM,80735,0.052,49376,0.217,11591,109260,3642,Penthouse,BW,0
21,BE,none,none,Sales,40400,0.047,25374,0.126,16202,244992,3828,Penthouse,BE,5
28,NW,apprenticeship,Mechatronics,Mechatronics,35641,0.03,61328,0.102,31061,181445,3299,Loft,HE,0
28,HH,bachelor,data_science,STEM,66012,0.061,55729,0.222,39614,517235,7285,Apartment,BY,3
26,BW,master,economics,Finance,67831,0.052,14295,0.124,4546,420168,7503,Maisonette,HE,7
30,HH,none,none,Service,30693,0.024,70408,0.054,40754,1218048,11712,Loft,HE,40
22,NW,none,none,TechSelfTaught,52982,0.068,36100,0.109,15962,578799,11349,Penthouse,BW,10
23,HH,bachelor,psychology,SocialCare,41008,0.029,16469,0.096,6793,187572,6468,Maisonette,BW,5
27,BY,apprenticeship,Mechatronics,Mechatronics,38690,0.036,239,0.064,4699,419253,6873,Maisonette,BW,22
29,HE,apprenticeship,Logistics,Logistics,33472,0.027,48621,0.053,8456,409675,11705,Maisonette,NW,16
24,NW,none,none,TechSelfTaught,50298,0.056,648,0.197,15551,241735,3719,Apartment,BY,5
29,BY,master,mathematics,STEM,59681,0.074,40315,0.136,36666,491862,11711,Loft,HE,6
27,BY,none,none,Service,31574,0.03,46333,0.088,37000,374484,8511,Maisonette,BW,14
25,HE,bachelor,computer_science,STEM,53772,0.053,34690,0.131,25093,199276,4529,Maisonette,NW,1
30,HH,bachelor,social_sciences,SocialCare,40864,0.024,17621,0.062,45863,1068080,10270,Loft,BY,40
22,NW,apprenticeship,OfficeAdmin,OfficeAdmin,36894,0.036,30280,0.063,40368,638280,5910,Apartment,HE,26
30,NW,none,none,Sales,37766,0.047,29605,0.161,11571,888118,11242,Loft,NW,24
22,BW,apprenticeship,Mechatronics,Mechatronics,44435,0.022,20887,0.09,43627,107900,4316,Maisonette,BY,1
26,HE,none,none,TechSelfTaught,51417,0.056,56387,0.112,13454,865980,10188,Loft,HH,14
27,HH,bachelor,psychology,SocialCare,35023,0.027,693,0.07,48858,610736,5453,Penthouse,BW,32
18,BY,bachelor,engineering,STEM,55827,0.05,33859,0.17,25624,180480,4512,Loft,HH,1
20,HH,apprenticeship,Logistics,Logistics,28134,0.02,44398,0.092,41780,489190,4615,Loft,HH,40
24,BE,apprenticeship,SkilledTrade,SkilledTrade,41116,0.011,49222,0.073,20315,372555,7305,Maisonette,HH,12
30,HE,apprenticeship,Logistics,Logistics,26387,0.021,26426,0.054,28079,300932,6542,Apartment,HE,20
23,HE,master,computer_science,STEM,57964,0.06,11940,0.131,45785,558000,6200,Loft,BE,10
25,BE,none,none,Service,23600,0.02,25589,0.056,22295,338240,5285,Apartment,HH,30
23,BY,apprenticeship,Mechatronics,Mechatronics,37850,0.02,10471,0.097,7989,352704,11022,Apartment,BW,15
26,HH,master,mathematics,STEM,56797,0.07,11860,0.203,18638,362296,7876,Penthouse,BW,5
26,BE,none,none,Service,27939,0.02,60636,0.108,28230,353738,4594,Apartment,BY,24
18,NW,bachelor,economics,Finance,43182,0.067,27864,0.148,42223,1214868,10473,Loft,HE,20
28,BW,none,none,TechSelfTaught,40538,0.043,33035,0.176,4043,730917,10593,Loft,NW,20
28,BY,master,mathematics,STEM,64181,0.059,59030,0.208,32293,904708,11452,Maisonette,HE,10
21,NW,master,social_sciences,SocialCare,44537,0.027,9741,0.08,20917,1069965,11505,Apartment,BW,40
22,HH,apprenticeship,OfficeAdmin,OfficeAdmin,36528,0.039,42517,0.116,39201,589472,11336,Apartment,HE,19
21,BE,none,none,Service,31665,0.026,33864,0.118,44340,536152,4622,Apartment,HE,30
27,BY,bachelor,computer_science,STEM,62235,0.052,63845,0.228,30773,825945,10455,Apartment,BY,10
28,BW,master,social_sciences,SocialCare,42329,0.022,26645,0.09,24659,750165,11541,Loft,BW,37
25,BY,bachelor,social_sciences,SocialCare,30069,0.024,32220,0.056,4010,371448,5544,Loft,HE,20
30,BY,apprenticeship,Retail,Retail,22427,0.023,52634,0.069,35891,953760,9935,Loft,HE,40
28,NW,apprenticeship,OfficeAdmin,OfficeAdmin,34568,0.036,63725,0.056,5903,417632,6736,Loft,BE,12
28,BW,none,none,Service,31850,0.027,17490,0.085,37517,587523,7437,Apartment,BW,32
30,NW,master,psychology,SocialCare,40476,0.03,14445,0.058,39164,107900,4316,Maisonette,BY,3
25,BE,bachelor,healthcare,Healthcare,42386,0.02,21558,0.107,39711,758656,11854,Apartment,HH,40
25,HE,master,data_science,STEM,72861,0.056,59232,0.134,18956,750165,11541,Loft,BW,8
23,HE,none,none,Service,29320,0.03,9060,0.087,21761,243342,7374,Apartment,BY,13
22,BW,bachelor,computer_science,STEM,55284,0.079,14145,0.107,28511,791896,10024,Loft,NW,14
22,BY,apprenticeship,Mechatronics,Mechatronics,38985,0.032,39522,0.057,36359,952160,8656,Maisonette,BW,36
25,NW,apprenticeship,Retail,Retail,26896,0.013,54072,0.069,17301,882446,10261,Apartment,BE,40
28,BW,bachelor,social_sciences,SocialCare,34960,0.022,42525,0.084,24270,303870,8682,Maisonette,BW,6
18,BY,master,education,Education,48502,0.026,778,0.119,49343,288569,4891,Penthouse,BY,9
28,HE,none,none,SkilledTrade,41452,0.03,45444,0.148,27566,1024569,8757,Apartment,BY,39
25,BW,apprenticeship,Retail,Retail,27688,0.024,56526,0.055,33343,126945,2821,Maisonette,BY,0
24,HH,master,data_science,STEM,83708,0.074,21683,0.132,18423,1337427,11431,Maisonette,HE,14
27,BY,master,data_science,STEM,64587,0.067,43659,0.203,27857,373395,11315,Maisonette,BE,3
29,BW,master,data_science,STEM,64114,0.079,58655,0.133,15900,334656,5229,Maisonette,BE,1
27,HE,apprenticeship,Logistics,Logistics,30853,0.034,53182,0.126,21212,854572,8062,Penthouse,NW,38
24,BW,bachelor,computer_science,STEM,51804,0.071,42797,0.231,31242,481800,4380,Loft,NW,4
28,BE,none,none,TechSelfTaught,36567,0.067,25999,0.094,35485,825945,10455,Apartment,BY,20
21,HE,apprenticeship,Retail,Retail,28907,0.02,35208,0.054,29761,924635,9733,Maisonette,HH,40
28,BW,apprenticeship,Retail,Retail,30699,0.017,29616,0.054,20103,214600,4292,Penthouse,HH,8
21,BE,master,healthcare,Healthcare,44145,0.023,37831,0.097,35859,1068080,10270,Loft,BY,40
25,BE,apprenticeship,SkilledTrade,SkilledTrade,32391,0.033,40133,0.121,2453,882446,10261,Apartment,BE,38
28,BE,none,none,SkilledTrade,38483,0.029,2716,0.122,11578,383328,5808,Loft,HH,13
20,NW,master,education,Education,40453,0.023,3481,0.105,16279,388830,5982,Maisonette,NW,15
20,BE,master,data_science,STEM,80693,0.054,34974,0.144,49143,1250596,10781,Maisonette,BE,13
30,BW,none,none,Service,25495,0.013,53716,0.073,30040,254082,2703,Maisonette,BW,18
30,HH,bachelor,economics,Finance,52179,0.048,63757,0.204,11170,1250596,10781,Maisonette,BE,24
27,BE,master,social_sciences,SocialCare,42850,0.027,55860,0.05,21942,317044,6097,Apartment,HE,4
20,BE,apprenticeship,Retail,Retail,23337,0.032,27804,0.099,3456,854572,8062,Penthouse,NW,40
28,BE,master,mathematics,STEM,61180,0.07,67721,0.186,8697,709080,6220,Penthouse,BW,6
18,HH,apprenticeship,Mechatronics,Mechatronics,37797,0.031,32791,0.085,46226,882446,10261,Apartment,BE,36
27,BY,none,none,TechSelfTaught,40332,0.052,4020,0.116,25430,1269216,11232,Apartment,HE,28
26,NW,bachelor,healthcare,Healthcare,36698,0.031,7772,0.12,48431,637767,9243,Apartment,BY,26
27,HE,none,none,Sales,40400,0.033,10744,0.052,10062,1218048,11712,Loft,HE,40
29,NW,apprenticeship,Mechatronics,Mechatronics,37514,0.031,5138,0.12,21973,1218048,11712,Loft,HE,40
26,BE,apprenticeship,Logistics,Logistics,26211,0.032,37588,0.135,47630,811426,10538,Apartment,BY,40
